user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bins.39	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__	N/A	N/A	N/A	N/A	N/A	GCA_018261655.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__SG8-30 sp018261655	81.51	0.534	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001303245.1, s__SG8-30 sp001303245, 95.0, 80.08, 0.407; GCA_024642505.1, s__SG8-30 sp024642505, 95.0, 79.38, 0.45	35.33	11	0.95143	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.43	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp022340485	80.71	0.67	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.42, 0.37; GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 79.37, 0.463; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.11, 0.347; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.98, 0.254; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.15, 0.281	87.31	11	0.94799	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.56	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	GCA_018224455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__Desulfosarcina sp018224455	89.43	0.82	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020444075.1, s__Desulfosarcina sp020444075, 95.0, 84.88, 0.626; GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 83.21, 0.567; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 81.22, 0.599; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 81.02, 0.506; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 79.14, 0.334; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 78.88, 0.258; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 78.11, 0.206; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.25, 0.264	79.4	11	0.98633	Genome has more than 10.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea sp006227965	76.58	0.128	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000024125.1, s__Robiginitalea biformata, 95.0, 77.65, 0.09; GCF_024006985.1, s__Robiginitalea sp024006985, 95.0, 76.98, 0.155; GCF_002198115.1, s__Robiginitalea sediminis, 95.0, 76.56, 0.103; GCF_014243345.1, s__Robiginitalea sp014243345, 95.0, 76.47, 0.102; GCA_024642005.1, s__Robiginitalea sp024642005, 95.0, 76.46, 0.085; GCF_900115205.1, s__Robiginitalea myxolifaciens, 95.0, 76.46, 0.087	65.86	11	0.97223	N/A
bins.75	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024640745.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__JAHEEL01 sp024640745	78.93	0.531	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023336855.1, s__JAHEEL01 sp023336855, 95.0, 78.62, 0.388; GCA_024762335.1, s__JAHEEL01 sp024762335, 95.0, 77.85, 0.342	56.78	11	0.93321	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.77_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	29.33	11	0.90569	Genome has more than 10.8% of markers with multiple hits
bins.80_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	39.4	11	0.84575	Genome has more than 30.0% of markers with multiple hits
bins.81_sub	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	N/A	N/A	N/A	N/A	N/A	GCA_013041745.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__GCA-2746365 sp013041745	83.73	0.641	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_913065105.1, s__GCA-2746365 sp913065105, 95.0, 78.88, 0.239; GCA_015488295.1, s__GCA-2746365 sp015488295, 95.0, 78.58, 0.278; GCA_015222965.1, s__GCA-2746365 sp015222965, 95.0, 78.53, 0.339; GCA_011321985.1, s__GCA-2746365 sp011321985, 95.0, 78.23, 0.252; GCA_015222915.1, s__GCA-2746365 sp015222915, 95.0, 78.19, 0.32; GCA_002746365.1, s__GCA-2746365 sp002746365, 95.0, 78.0, 0.13; GCA_024278435.1, s__GCA-2746365 sp024278435, 95.0, 77.84, 0.264; GCA_022712755.1, s__GCA-2746365 sp022712755, 95.0, 77.84, 0.134; GCA_013138755.1, s__GCA-2746365 sp013138755, 95.0, 77.81, 0.154; GCA_022340645.1, s__GCA-2746365 sp022340645, 95.0, 77.77, 0.185; GCA_011051475.1, s__GCA-2746365 sp011051475, 95.0, 77.51, 0.183; GCA_024277705.1, s__GCA-2746365 sp024277705, 95.0, 77.29, 0.163; GCA_016764035.1, s__GCA-2746365 sp016764035, 95.0, 77.21, 0.122; GCA_002401185.1, s__GCA-2746365 sp002401185, 95.0, 76.75, 0.145	57.56	11	0.97242	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.85_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__Lutimonas sp905479625	82.49	0.549	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024229195.1, s__Lutimonas sp024229195, 95.0, 79.89, 0.485; GCF_020171465.1, s__Lutimonas saemankumensis, 95.0, 78.33, 0.306; GCA_024644745.1, s__Lutimonas sp024644745, 95.0, 78.24, 0.271; GCA_020347545.1, s__Lutimonas sp020347545, 95.0, 77.85, 0.242; GCA_021647985.1, s__Lutimonas sp021647985, 95.0, 77.51, 0.1; GCA_024644725.1, s__Lutimonas sp024644725, 95.0, 77.24, 0.083; GCA_024762795.1, s__Lutimonas sp024762795, 95.0, 77.21, 0.067; GCA_016744615.1, s__Lutimonas sp016744615, 95.0, 76.97, 0.1; GCA_021648195.1, s__Lutimonas sp021648195, 95.0, 76.47, 0.057; GCA_003973375.1, s__Lutimonas sp003973375, 95.0, 76.21, 0.074	28.38	11	0.98599	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	N/A	N/A	N/A	N/A	N/A	GCA_024642325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__Eudoraea sp024642325	91.36	0.821	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905479615.1, s__Eudoraea sp905479615, 95.0, 81.82, 0.693; GCF_000382125.1, s__Eudoraea adriatica, 95.0, 80.51, 0.633; GCA_013042925.1, s__Eudoraea sp013042925, 95.0, 80.46, 0.583; GCA_020346245.1, s__Eudoraea sp020346245, 95.0, 79.72, 0.595	70.96	11	0.99226	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.89_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__	N/A	N/A	N/A	N/A	N/A	GCA_004796425.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__MADRE3 sp004796425	77.06	0.057	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	41.81	11	0.87992	Genome has more than 19.2% of markers with multiple hits
bins.9	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	76.84	0.137	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	80.64	11	0.85805	N/A
