user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bins.58	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAFDCJ01;s__	ANI	classification based on placement in class-level tree	GCA_945787595.1, s__JAFDCJ01 sp945787595, 95.0, 84.44, 0.426; GCA_024277475.1, s__JAFDCJ01 sp024277475, 95.0, 83.75, 0.31; GCA_019310665.1, s__JAFDCJ01 sp019310665, 95.0, 79.33, 0.321; GCA_902749685.1, s__JAFDCJ01 sp902749685, 95.0, 79.04, 0.263; GCA_019312835.1, s__JAFDCJ01 sp019312835, 95.0, 78.38, 0.168; GCA_020345785.1, s__JAFDCJ01 sp020345785, 95.0, 76.98, 0.164	41.79	11	0.94146	N/A
bins.59	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	ANI	classification based on placement in class-level tree	GCA_013041745.1, s__GCA-2746365 sp013041745, 95.0, 78.81, 0.3; GCA_913065105.1, s__GCA-2746365 sp913065105, 95.0, 77.99, 0.292; GCA_015488295.1, s__GCA-2746365 sp015488295, 95.0, 77.91, 0.285; GCA_015222965.1, s__GCA-2746365 sp015222965, 95.0, 77.76, 0.271; GCA_024278435.1, s__GCA-2746365 sp024278435, 95.0, 77.71, 0.329; GCA_011321985.1, s__GCA-2746365 sp011321985, 95.0, 77.58, 0.229; GCA_022340645.1, s__GCA-2746365 sp022340645, 95.0, 77.57, 0.225; GCA_013138755.1, s__GCA-2746365 sp013138755, 95.0, 77.42, 0.175; GCA_015222915.1, s__GCA-2746365 sp015222915, 95.0, 77.42, 0.298; GCA_002746365.1, s__GCA-2746365 sp002746365, 95.0, 77.3, 0.174; GCA_002401185.1, s__GCA-2746365 sp002401185, 95.0, 77.22, 0.148; GCA_022712755.1, s__GCA-2746365 sp022712755, 95.0, 77.13, 0.172; GCA_024277705.1, s__GCA-2746365 sp024277705, 95.0, 77.09, 0.174; GCA_011051475.1, s__GCA-2746365 sp011051475, 95.0, 76.88, 0.203; GCA_016764035.1, s__GCA-2746365 sp016764035, 95.0, 76.78, 0.135	71.36	11	0.91573	N/A
bins.61	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	80.09	0.461	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.92, 0.371; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.76, 0.519; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.74, 0.494; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.62, 0.397; GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.56, 0.429; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.29, 0.469; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.28, 0.459; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.12, 0.417; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.09, 0.429; GCA_023958085.1, s__67-14 sp023958085, 95.0, 78.79, 0.397; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.76, 0.368; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.69, 0.409; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.68, 0.383; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.67, 0.363; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.64, 0.333; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.37, 0.37; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.25, 0.338; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.81, 0.221	44.61	11	0.93744	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.71	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	52.63	11	0.9672	N/A
bins.75	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014764485.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__Sulfomarinibacter kjeldsenii	81.21	0.182	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__Sulfomarinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022340665.1, s__Sulfomarinibacter sp022340665, 95.0, 78.76, 0.218	21.71	4	0.96294	N/A
bins.77	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024640745.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__JAHEEL01 sp024640745	78.77	0.471	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023336855.1, s__JAHEEL01 sp023336855, 95.0, 78.11, 0.349; GCA_024762335.1, s__JAHEEL01 sp024762335, 95.0, 77.82, 0.287	64.97	11	0.93223	N/A
bins.80	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.56	11	0.84239	Genome has more than 10.0% of markers with multiple hits
bins.86	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_022340485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp022340485	80.89	0.564	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 79.3, 0.414; GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.17, 0.333; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.28, 0.325; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.96, 0.232; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.07, 0.251	84.85	11	0.94918	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.93	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBW01;s__JAFDBW01 sp019313105	GCA_019313105.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBW01;s__JAFDBW01 sp019313105	95.32	0.903	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
bins.97	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	62.64	11	0.70505	N/A
