user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bins.30_sub	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_903933815.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp903933815	80.31	0.461	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.91, 0.384; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.87, 0.51; GCA_019694145.1, s__67-14 sp019694145, 95.0, 79.81, 0.403; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.65, 0.503; GCA_020438295.1, s__67-14 sp020438295, 95.0, 79.58, 0.431; GCA_020438425.1, s__67-14 sp020438425, 95.0, 79.35, 0.402; GCA_016649615.1, s__67-14 sp016649615, 95.0, 79.35, 0.459; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.26, 0.466; GCA_023436605.1, s__67-14 sp023436605, 95.0, 79.15, 0.414; GCA_023958085.1, s__67-14 sp023958085, 95.0, 79.11, 0.405; GCA_018883025.1, s__67-14 sp018883025, 95.0, 79.03, 0.385; GCA_023434465.1, s__67-14 sp023434465, 95.0, 78.86, 0.36; GCA_020636955.1, s__67-14 sp020636955, 95.0, 78.85, 0.357; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.75, 0.323; GCA_020438395.1, s__67-14 sp020438395, 95.0, 78.71, 0.376; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.49, 0.321; GCA_020438355.1, s__67-14 sp020438355, 95.0, 78.47, 0.383; GCA_020438345.1, s__67-14 sp020438345, 95.0, 77.78, 0.223	42.8	11	0.93939	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.31	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	N/A	N/A	N/A	N/A	N/A	GCA_024639005.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__41T-STBD-0c-01a sp024639005	78.55	0.29	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022340805.1, s__41T-STBD-0c-01a sp022340805, 95.0, 79.43, 0.425; GCA_024235415.1, s__41T-STBD-0c-01a sp024235415, 95.0, 78.75, 0.298; GCA_024235395.1, s__41T-STBD-0c-01a sp024235395, 95.0, 78.72, 0.399; GCA_024235315.1, s__41T-STBD-0c-01a sp024235315, 95.0, 78.7, 0.26; GCA_020445255.1, s__41T-STBD-0c-01a sp020445255, 95.0, 78.64, 0.345; GCA_002009425.1, s__41T-STBD-0c-01a sp002009425, 95.0, 78.53, 0.32; GCA_020445315.1, s__41T-STBD-0c-01a sp020445315, 95.0, 78.37, 0.193; GCA_020445205.1, s__41T-STBD-0c-01a sp020445205, 95.0, 78.2, 0.268; GCA_020445245.1, s__41T-STBD-0c-01a sp020445245, 95.0, 77.53, 0.146; GCA_020445165.1, s__41T-STBD-0c-01a sp020445165, 95.0, 77.16, 0.193	28.82	11	0.92898	N/A
bins.39_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	48.46	11	0.83892	Genome has more than 24.2% of markers with multiple hits
bins.41	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBW01;s__JAFDBW01 sp019313105	GCA_019313105.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBW01;s__JAFDBW01 sp019313105	95.24	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
bins.51	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937605	81.15	0.701	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024639825.1, s__UBA1847 sp024639825, 95.0, 78.76, 0.373; GCA_945787845.1, s__UBA1847 sp945787845, 95.0, 78.71, 0.374; GCA_024679535.1, s__UBA1847 sp024679535, 95.0, 78.65, 0.349; GCA_004282875.1, s__UBA1847 sp004282875, 95.0, 78.27, 0.357; GCA_013042375.1, s__UBA1847 sp013042375, 95.0, 78.19, 0.416; GCA_022360335.1, s__UBA1847 sp022360335, 95.0, 77.85, 0.377; GCA_021773155.1, s__UBA1847 sp021773155, 95.0, 77.7, 0.18; GCA_945788625.1, s__UBA1847 sp945788625, 95.0, 77.55, 0.253; GCA_002685275.1, s__UBA1847 sp002685275, 95.0, 77.43, 0.014; GCA_022600955.1, s__UBA1847 sp022600955, 95.0, 77.33, 0.123; GCA_013001045.1, s__UBA1847 sp013001045, 95.0, 77.32, 0.208; GCA_021773115.1, s__UBA1847 sp021773115, 95.0, 77.3, 0.138; GCA_022563255.1, s__UBA1847 sp022563255, 95.0, 77.29, 0.172; GCA_013043165.1, s__UBA1847 sp013043165, 95.0, 77.25, 0.249; GCA_022567295.1, s__UBA1847 sp022567295, 95.0, 77.21, 0.153; GCA_021773095.1, s__UBA1847 sp021773095, 95.0, 77.14, 0.129; GCA_022866645.1, s__UBA1847 sp022866645, 95.0, 77.09, 0.129; GCA_021773035.1, s__UBA1847 sp021773035, 95.0, 77.09, 0.159; GCA_002338605.1, s__UBA1847 sp002338605, 95.0, 77.04, 0.123; GCA_021773075.1, s__UBA1847 sp021773075, 95.0, 77.02, 0.115; GCA_018699395.1, s__UBA1847 sp018699395, 95.0, 76.93, 0.102; GCA_905480215.1, s__UBA1847 sp905480215, 95.0, 76.92, 0.095; GCA_021773055.1, s__UBA1847 sp021773055, 95.0, 76.9, 0.143; GCA_022573655.1, s__UBA1847 sp022573655, 95.0, 76.84, 0.167; GCA_009937445.1, s__UBA1847 sp009937445, 95.0, 76.64, 0.136; GCA_913063505.1, s__UBA1847 sp913063505, 95.0, 76.64, 0.144	82.98	11	0.97369	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bins.59	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001510415	GCA_001510415.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001510415	97.07	0.712	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
bins.63	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003973265.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__QNYZ01;s__QNYZ01 sp003973265	76.11	0.073	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	32.27	11	0.74991	N/A
bins.66	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	72.73	11	0.84559	N/A
bins.76_sub	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480055.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__SZUA-442 sp905480055	76.99	0.17	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003235475.1, s__SZUA-442 sp003235475, 95.0, 77.63, 0.298	29.63	11	0.92137	N/A
bins.81	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	59.38	11	0.88201	N/A
bins.83	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	ANI	classification based on placement in class-level tree	GCA_013138675.1, s__JAACFB01 sp013138675, 95.0, 78.7, 0.283; GCA_945787435.1, s__JAACFB01 sp945787435, 95.0, 78.23, 0.285; GCA_011772865.1, s__JAACFB01 sp011772865, 95.0, 77.63, 0.202; GCA_024640305.1, s__JAACFB01 sp024640305, 95.0, 77.48, 0.153; GCA_009937615.1, s__JAACFB01 sp009937615, 95.0, 77.06, 0.138; GCA_022563195.1, s__JAACFB01 sp022563195, 95.0, 76.75, 0.123; GCA_022574185.1, s__JAACFB01 sp022574185, 95.0, 76.61, 0.119; GCA_022565135.1, s__JAACFB01 sp022565135, 95.0, 76.18, 0.12	39.7	11	0.93649	N/A
bins.84	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	51.9	11	0.83142	Genome has more than 33.3% of markers with multiple hits
bins.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea sp006227965	76.86	0.139	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000024125.1, s__Robiginitalea biformata, 95.0, 77.12, 0.105; GCF_024006985.1, s__Robiginitalea sp024006985, 95.0, 76.79, 0.193; GCF_900115205.1, s__Robiginitalea myxolifaciens, 95.0, 76.55, 0.089; GCF_014243345.1, s__Robiginitalea sp014243345, 95.0, 76.54, 0.114; GCF_002198115.1, s__Robiginitalea sediminis, 95.0, 76.13, 0.123; GCA_024642005.1, s__Robiginitalea sp024642005, 95.0, 75.96, 0.109	55.53	11	0.97213	N/A
